$ pypy -V
Python 2.7.10 (0e2d9a73f5a1818d0245d75daccdbe21b2d5c3ef, Sep 09 2016, 08:57:59)
[PyPy 5.4.1 with GCC 6.1.1 20160621 (Red Hat 6.1.1-3)]

$ pypy runtests.py -v
    _summaryEdgeItems, summary_insert)[:-1]
  File "/home/graham/pypy/pypy-5.4.1-linux/site-packages/numpy/core/arrayprint.py", line 493, in _formatArray
    word = format_function(a[-i]) + separator
  File "/home/graham/pypy/pypy-5.4.1-linux/site-packages/numpy/core/arrayprint.py", line 731, in __call__
    casting=self.casting)
TypeError: ufunc 'remainder' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''

======================================================================
ERROR: test_subtract_Mm_M (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_ufuncs.py", line 1517, in test_template
    self._check_loop(fn, ufunc, loop)
  File "/home/graham/pypy/numba/numba/tests/test_ufuncs.py", line 1474, in _check_loop
    self._check_ufunc_with_dtypes(fn, ufunc, letter_types)
  File "/home/graham/pypy/numba/numba/tests/test_ufuncs.py", line 1501, in _check_ufunc_with_dtypes
    msg = msg.format(ufunc.__name__, c_args, prec, py_arg, c_arg)
  File "/home/graham/pypy/pypy-5.4.1-linux/site-packages/numpy/core/numeric.py", line 1807, in array_repr
    ', ', "array(")
  File "/home/graham/pypy/pypy-5.4.1-linux/site-packages/numpy/core/arrayprint.py", line 447, in array2string
    separator, prefix, formatter=formatter)
  File "/home/graham/pypy/pypy-5.4.1-linux/site-packages/numpy/core/arrayprint.py", line 325, in _array2string
    _summaryEdgeItems, summary_insert)[:-1]
  File "/home/graham/pypy/pypy-5.4.1-linux/site-packages/numpy/core/arrayprint.py", line 493, in _formatArray
    word = format_function(a[-i]) + separator
  File "/home/graham/pypy/pypy-5.4.1-linux/site-packages/numpy/core/arrayprint.py", line 731, in __call__
    casting=self.casting)
TypeError: ufunc 'remainder' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''

======================================================================
ERROR: test_broadcast_implicit_output_npm_nrt (numba.tests.test_ufuncs.TestUFuncs)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/support.py", line 599, in tearDown
    self.memory_leak_teardown()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 574, in memory_leak_teardown
    self.assert_no_memory_leak()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 583, in assert_no_memory_leak
    self.assertEqual(total_alloc, total_free)
AssertionError: 243L != 162L

======================================================================
ERROR: test_implicit_output_layout_binary (numba.tests.test_ufuncs.TestUFuncs)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/support.py", line 599, in tearDown
    self.memory_leak_teardown()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 574, in memory_leak_teardown
    self.assert_no_memory_leak()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 583, in assert_no_memory_leak
    self.assertEqual(total_alloc, total_free)
AssertionError: 27L != 18L

======================================================================
ERROR: test_implicit_output_layout_unary (numba.tests.test_ufuncs.TestUFuncs)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/support.py", line 599, in tearDown
    self.memory_leak_teardown()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 574, in memory_leak_teardown
    self.assert_no_memory_leak()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 583, in assert_no_memory_leak
    self.assertEqual(total_alloc, total_free)
AssertionError: 6L != 3L

======================================================================
ERROR: test_float_fields (numba.tests.test_cgutils.StructureTestCase)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_cgutils.py", line 121, in test_float_fields
    inst.b = lc.Constant.real(lc.Type.float(), 4.56)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 24, in __exit__
    self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/test_cgutils.py", line 95, in run_simple_struct_test
    yield context, builder, inst
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 24, in __exit__
    self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/test_cgutils.py", line 83, in run_struct_access
    call(self.get_bytearray_addr(buf))
  File "/home/graham/pypy/numba/numba/tests/test_cgutils.py", line 60, in get_bytearray_addr
    ba_as_string.argtypes = [ctypes.py_object]
NameError: global name 'ba_as_string' is not defined

======================================================================
ERROR: test_int_fields (numba.tests.test_cgutils.StructureTestCase)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_cgutils.py", line 110, in test_int_fields
    inst.b = lc.Constant.int(lc.Type.int(16), 0xABCD)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 24, in __exit__
    self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/test_cgutils.py", line 95, in run_simple_struct_test
    yield context, builder, inst
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 24, in __exit__
    self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/test_cgutils.py", line 83, in run_struct_access
    call(self.get_bytearray_addr(buf))
  File "/home/graham/pypy/numba/numba/tests/test_cgutils.py", line 60, in get_bytearray_addr
    ba_as_string.argtypes = [ctypes.py_object]
NameError: global name 'ba_as_string' is not defined

======================================================================
ERROR: test_reflect_clean (numba.tests.test_lists.TestListReflection)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 864, in test_reflect_clean
    cfunc(l)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 285, in _compile_for_args
    return self.compile(tuple(argtypes))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
RuntimeError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 847, in native_lowering_stage
    lower.create_cpython_wrapper(flags.release_gil)
  File "/home/graham/pypy/numba/numba/lowering.py", line 213, in create_cpython_wrapper
    release_gil=release_gil)
  File "/home/graham/pypy/numba/numba/targets/cpu.py", line 136, in create_cpython_wrapper
    builder.build()
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 122, in build
    self.build_wrapper(api, builder, closure, args, kws)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 155, in build_wrapper
    val = cleanup_manager.add_arg(builder.load(obj), ty)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 32, in add_arg
    native = self.api.to_native_value(ty, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 606, in unbox_list
    raise RuntimeError('Not supported on PyPy')
RuntimeError: Not supported on PyPy

Failed at nopython (nopython mode backend)
Not supported on PyPy

======================================================================
ERROR: test_reflect_conditional (numba.tests.test_lists.TestListReflection)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 825, in test_reflect_conditional
    self.check_reflection(reflect_conditional)
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 814, in check_reflection
    with self.assertRefCount(got, src):
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 17, in __enter__
    return self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 114, in assertRefCount
    old_refcounts = [sys.getrefcount(x) for x in objects]
AttributeError: 'module' object has no attribute 'getrefcount'

======================================================================
ERROR: test_reflect_exception (numba.tests.test_lists.TestListReflection)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 835, in test_reflect_exception
    with self.assertRefCount(l):
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 17, in __enter__
    return self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 114, in assertRefCount
    old_refcounts = [sys.getrefcount(x) for x in objects]
AttributeError: 'module' object has no attribute 'getrefcount'

======================================================================
ERROR: test_reflect_same_list (numba.tests.test_lists.TestListReflection)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 851, in test_reflect_same_list
    got = cfunc(clist, clist)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 285, in _compile_for_args
    return self.compile(tuple(argtypes))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
RuntimeError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 847, in native_lowering_stage
    lower.create_cpython_wrapper(flags.release_gil)
  File "/home/graham/pypy/numba/numba/lowering.py", line 213, in create_cpython_wrapper
    release_gil=release_gil)
  File "/home/graham/pypy/numba/numba/targets/cpu.py", line 136, in create_cpython_wrapper
    builder.build()
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 122, in build
    self.build_wrapper(api, builder, closure, args, kws)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 155, in build_wrapper
    val = cleanup_manager.add_arg(builder.load(obj), ty)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 32, in add_arg
    native = self.api.to_native_value(ty, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 606, in unbox_list
    raise RuntimeError('Not supported on PyPy')
RuntimeError: Not supported on PyPy

Failed at nopython (nopython mode backend)
Not supported on PyPy

======================================================================
ERROR: test_reflect_simple (numba.tests.test_lists.TestListReflection)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 822, in test_reflect_simple
    self.check_reflection(reflect_simple)
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 814, in check_reflection
    with self.assertRefCount(got, src):
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 17, in __enter__
    return self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 114, in assertRefCount
    old_refcounts = [sys.getrefcount(x) for x in objects]
AttributeError: 'module' object has no attribute 'getrefcount'

======================================================================
ERROR: test_list_passing (numba.tests.test_lists.TestLists)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 688, in test_list_passing
    self.assertPreciseEqual(outer(5), (5, 4))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 308, in _compile_for_args
    raise e
TypingError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 476, in stage_nopython_frontend
    self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 828, in type_inference_stage
    infer.propagate()
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 717, in propagate
    raise errors[0]
TypingError: Internal error at <numba.typeinfer.CallConstraint object at 0x00000000163f84b8>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
InternalError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 847, in native_lowering_stage
    lower.create_cpython_wrapper(flags.release_gil)
  File "/home/graham/pypy/numba/numba/lowering.py", line 213, in create_cpython_wrapper
    release_gil=release_gil)
  File "/home/graham/pypy/numba/numba/targets/cpu.py", line 136, in create_cpython_wrapper
    builder.build()
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 122, in build
    self.build_wrapper(api, builder, closure, args, kws)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 155, in build_wrapper
    val = cleanup_manager.add_arg(builder.load(obj), ty)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 32, in add_arg
    native = self.api.to_native_value(ty, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 606, in unbox_list
    raise RuntimeError('Not supported on PyPy')
RuntimeError: Not supported on PyPy

Failed at nopython (nopython mode backend)
Not supported on PyPy
[1] During: resolving callee type: type(CPUDispatcher(<function inner at 0x000000001a2e4020>))
[2] During: typing of call at /home/graham/pypy/numba/numba/tests/test_lists.py (686)
--%<-----------------------------------------------------------------

File "numba/tests/test_lists.py", line 686

Failed at nopython (nopython frontend)
Internal error at <numba.typeinfer.CallConstraint object at 0x00000000163f84b8>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
InternalError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 847, in native_lowering_stage
    lower.create_cpython_wrapper(flags.release_gil)
  File "/home/graham/pypy/numba/numba/lowering.py", line 213, in create_cpython_wrapper
    release_gil=release_gil)
  File "/home/graham/pypy/numba/numba/targets/cpu.py", line 136, in create_cpython_wrapper
    builder.build()
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 122, in build
    self.build_wrapper(api, builder, closure, args, kws)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 155, in build_wrapper
    val = cleanup_manager.add_arg(builder.load(obj), ty)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 32, in add_arg
    native = self.api.to_native_value(ty, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 606, in unbox_list
    raise RuntimeError('Not supported on PyPy')
RuntimeError: Not supported on PyPy

Failed at nopython (nopython mode backend)
Not supported on PyPy
[1] During: resolving callee type: type(CPUDispatcher(<function inner at 0x000000001a2e4020>))
[2] During: typing of call at /home/graham/pypy/numba/numba/tests/test_lists.py (686)
--%<-----------------------------------------------------------------

File "numba/tests/test_lists.py", line 686

======================================================================
ERROR: test_errors (numba.tests.test_lists.TestUnboxing)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 781, in test_errors
    cfunc(lst)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 285, in _compile_for_args
    return self.compile(tuple(argtypes))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
RuntimeError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 847, in native_lowering_stage
    lower.create_cpython_wrapper(flags.release_gil)
  File "/home/graham/pypy/numba/numba/lowering.py", line 213, in create_cpython_wrapper
    release_gil=release_gil)
  File "/home/graham/pypy/numba/numba/targets/cpu.py", line 136, in create_cpython_wrapper
    builder.build()
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 122, in build
    self.build_wrapper(api, builder, closure, args, kws)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 155, in build_wrapper
    val = cleanup_manager.add_arg(builder.load(obj), ty)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 32, in add_arg
    native = self.api.to_native_value(ty, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 606, in unbox_list
    raise RuntimeError('Not supported on PyPy')
RuntimeError: Not supported on PyPy

Failed at nopython (nopython mode backend)
Not supported on PyPy

======================================================================
ERROR: test_list_inside_tuple (numba.tests.test_lists.TestUnboxing)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 767, in test_list_inside_tuple
    check((1, [2, 3, 4]))
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 749, in check
    got = cfunc(arg)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 285, in _compile_for_args
    return self.compile(tuple(argtypes))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
RuntimeError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 847, in native_lowering_stage
    lower.create_cpython_wrapper(flags.release_gil)
  File "/home/graham/pypy/numba/numba/lowering.py", line 213, in create_cpython_wrapper
    release_gil=release_gil)
  File "/home/graham/pypy/numba/numba/targets/cpu.py", line 136, in create_cpython_wrapper
    builder.build()
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 122, in build
    self.build_wrapper(api, builder, closure, args, kws)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 155, in build_wrapper
    val = cleanup_manager.add_arg(builder.load(obj), ty)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 32, in add_arg
    native = self.api.to_native_value(ty, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 489, in unbox_tuple
    native = c.unbox(eltype, elem)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 68, in unbox
    return self.pyapi.to_native_value(typ, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 606, in unbox_list
    raise RuntimeError('Not supported on PyPy')
RuntimeError: Not supported on PyPy

Failed at nopython (nopython mode backend)
Not supported on PyPy

======================================================================
ERROR: test_list_of_tuples_inside_tuple (numba.tests.test_lists.TestUnboxing)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 771, in test_list_of_tuples_inside_tuple
    check((1, [(2,), (3,)]))
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 749, in check
    got = cfunc(arg)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 285, in _compile_for_args
    return self.compile(tuple(argtypes))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
